message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	conversation_id	speaker_id	speaker_number	split	essay_id
		400	6.666666666666667	4.625			This story was so sad. I wanted to know a bit more about Bindi, but hearing that she struggled for such a short time and wasn't able to survive was heartbreaking. It was nice to see the extremes people were willing to go to in order to try and save her but knowing that is necessary is tough to take. It brought tears to my eyes and made me want to cry just thinking about being in that situation.	Sadness	2	6	1	46	22000	6.5	5.5	2.5	5.0	5.0	3.286	2.286	4.857	4.714	172.0	44.0	2.0	train	671.0
R_2sRLJwbjtucdn9a_2	R_2sRLJwbjtucdn9a	113	2.833	5.125	0.0	1.0	I recently discovered a few articles that I believed to be quite interesting. The first article talks about how people argue that smoking should be banned in public places so that children would not imitate them. I personally don't have an opinion on this matter; I don't have children and I'm not a smoke either. The second article disturbed me a great deal. It talks about the work of a food inspector and it surprised me how dirty some stores can be. It really makes me wonder if I should continue going to that place near my house that does not have a perfect score.	surprise	1	4	5	19	1000000	6.0	5.5	3.0	6.0	6.0	4.0	3.429	4.0	4.143					
R_3QK3DgRo0DfNS48_1	R_3QK3DgRo0DfNS48	22	3.167	5.75	0.0	1.0	It deeply saddens me to think that a mother could leave her child on a porch and abandon it. I feel some anger towards the mother for abandoning her young, defenseless child. The child is very lucky to have been found by kind strangers who were able to deliver it to safety. I hope that the child will be adopted into a loving family and will be given a solid upbringing.	sadness	2	6	1	26	47000	6.0	5.5	1.5	7.0	6.5	4.0	1.714	4.2860000000000005	5.0					
R_1Dnw7B1oXpJ7OsA_4	R_1Dnw7B1oXpJ7OsA	331	5.167000000000001	4.125	1.0	1.0	As someone who graduated with a STEM degree I know firsthand just how few women there are in the field. It's very sad, and it does indeed rob us of talent. All you have to do is look around to see how America is still a man-run country. The number of women in power is small, and women feel conflicted between what society says they should do and what they want to do. After all, many have aspirations besides raising kids. Who says that the 'house-mom' idea is right? The gender gap needs to close, and the wage gap. Women are not paid as much as men. That's a fact.	sadness	1	6	1	26	63000	6.5	6.5	7.0	6.5	6.5	4.714	1.286	4.428999999999999	4.714					
R_2c5BkaXnplhofbP_5	R_2c5BkaXnplhofbP	413	3.667	4.375	0.0	1.0	I can't begin to imagine going through that night. The recollection from the survivor is horrifying.  I cannot fathom the thoughts and emotions of those who were there trapped for hours.  The loss of so many makes it easier to become desensitized to it, but hearing the individual stories makes it so real and sad.	sadness	1	6	1	34	99000	7.0	5.5	4.0	5.5	7.0	4.143	1.0	2.286	2.714					
		103	1.1666666666666667	1.0			Well I mainly just feel sad for the family of this guy.  I mean, it sounds like he drank himself to death.  That was clearly his own decision and his own doing, not something that he fell victim too.  I guess it is unfortunate that it happened but jeez if you are going to abuse alcohol that badly then what do you expect?  This is the type of thing htat happens when people make bad choices and unfortunately too often it is their family members who are left behind to pay the price and suffer.	Sadness	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	499.0	24.0	1.0	train	498.0
		339	1.0	2.0			After reading the article, i can't help but feel bad for the people and children in the camps. I feel bad for them because nobody should have to be living in those type of conditions. Everyone should be able to have shelter, food, and a nice place to sleep on. I feel like these people are almost being treated like dirt and it's very unfair.	Sadness	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	299.0	17.0	1.0	train	298.0
R_1inxQNYZPf7D0hK_2	R_1inxQNYZPf7D0hK	97	3.667	3.875	0.0	0.0	To show with how it can be done and understanding with how others are making sure that I'm not making sure, which of these things are becoming worse and how it's not being told with how the private message isn't being shown. I believe that it can't be how my friend is, because it's just not important and with it being bad, it's just not really good.	sadness	1	4	3	28	456566	4.5	3.5	3.5	5.0	4.5	2.4290000000000003	3.571	2.571	3.0					
R_3qjkVDIjECLKnKZ_1	R_3qjkVDIjECLKnKZ	57	6.0	2.0	1.0	0.0	I am really touched by this story. the rescue just restored my faith in humanity.The success of the rescue operation proves that extraordinary things can be achieved with passion and determination. human conflict causes suffering to both human beings and animals. Suffering animals should not be forgotten or overlooked, even in the midst of human conflicts or natural or man-made disasters. I was very touched and encouraged by these acts of bravery and care towards animals.	joy	1	6	3	30	65000	6.0	6.0	6.0	6.0	6.0	3.714	2.857	3.143	3.714					
R_3OpG184aKTO0EJq_5	R_3OpG184aKTO0EJq	374	2.667	1.0	0.0	0.0	I'm glad that the officers that responded to the scene did not get hurt. I am also happy that the loose Emu did not get hurt. This is a hard article to write about. I wish that all police calls ended with a happy ending like this story where everybody gets to go home. I wish the worlds problems where as simple as an escaped emu on the loose. I believe that most police officers are kind and good nature and want to do the right thing, like helping this emu, but they are human and with any humans you will have some bad ones. Once again just happy nobody got hurt.	joy	1	6	3	36	40000	7.0	5.5	1.5	6.0	5.5	4.714	2.857	3.714	4.428999999999999					
R_C9sJlQRcb3HIxln_1	R_C9sJlQRcb3HIxln	15	5.0	4.875	1.0	1.0	As I was reading our local newspaper last night, my eyes came to rest on several reports of yet another handful of the farm attacks and -murders South Africa has become known for over the past years.  Farm attacks and -murders which see journalists having to write these reports with words I cannot even begin to imagine the sickening feeling of. Words like “boiling water poured down 87-year-old farmer’s throat for hours on end,” and “his wife and two teenage daughters were tied with barbed wire in the bathroom, after which they were repeatedly raped, burned with a hot iron, and stabbed with a sharp object.”	neutral	2	4	1	32	25000	4.0	4.5	5.5	3.5	3.0	4.2860000000000005	3.143	3.143	2.571					
		353	4.0	4.0			I will be stating my thought over a father and son have died after falling off a cliff during a hike. The two plunged to their death while on a trail next to Shaver Lake in Fresno, California. Which was caused by a helicopter power failure during a refueling and they made an emergency landing, meaning they couldn't get to the pair. I was really sad by this event.	Sadness	2	6	3	22	100000	5.5	4.5	3.5	6.0	6.0	3.714	2.857	2.571	3.429	83.0	5.0	2.0	train	582.0
R_8joL7gIQVWifia5_2	R_8joL7gIQVWifia5	120	4.0	3.75	1.0	0.0	This really doesn't seem that much different to me than capital punishment which is accepted in our country. Yes, it's cruel and seems to be brutal but at the same time it could be a good way of discouraging people to commit such crimes. On the other hand a victim's situation will not be improved or reversed because their perpetrator has been harmed in the same way.	neutral	1	4	1	37	72000	7.0	7.0	4.5	7.0	7.0	4.2860000000000005	1.286	4.2860000000000005	4.857					
R_CmgUw21BjZfKLiF_4	R_CmgUw21BjZfKLiF	267	1.167	6.25	0.0	1.0	Hello! This is why you follow the rules at our National Parks! This is a terrible tragedy that could have easily been avoided. I was young once, and I did plenty of reckless things. I understand, maybe the boy was just trying to check the temperature. Maybe he didn't believe the signs, or he thought it would be cool to do what no one else has done. His poor sister! To see that happen! To see her own brother boil to death. I can't imagine how gruesome that must have been. I just can't believe they couldn't get his body until the next day...and the next day it was gone! This is a huge lesson for anyone that is young and reckless!	sadness	2	6	1	38	55000	4.0	7.0	3.0	6.0	2.0	4.857	4.143	4.0	5.0					
R_2v2qLGA7oS8x60x_2	R_2v2qLGA7oS8x60x	153	1.0	1.5	0.0	0.0	I guess the Indigenous people get screwed again. Technology and progress is always messing with them. I'm kinda worried about the fishing I do. I fish a good bit and eat what I catch. I hope there isn't any methylmercury in the fish I eat. If there is, I wonder if it has messed me up some. That could be where some of my health problems come from. Maybe it's time to stop eating the fish I catch.	fear	1	2	1	45	31000	6.5	1.0	1.0	5.0	5.0	5.0	4.0	1.0	1.571					
		116	3.0	6.25			Haiti goes from one catastrophe to another.   If it isn't a life ending hurricane, it's cholera.   I have huge respect for Bill and Melinda Gates.   Vaccines will stop cholera.  This country's opinions of vaccines are assine.   Without vaccinations, we return to cholera, small pox, measles, etc.   People wanting vaccines to save their lives yet there are not enough.  	Anger	2	6	1	62	29000	6.5	2.5	1.0	6.5	2.0	3.571	4.0	2.143	4.429	354.0	8.0	2.0	train	853.0
R_Zlgr952uoQJb8KB_1	R_Zlgr952uoQJb8KB	67	5.0	5.25	1.0	1.0	I've been reading about the drastic increase in migrants trying to get from Africa to Europe across the Mediterranean Sea.  This year has seen large amounts of people seeking refuge in Europe, and large increases in fatalities for those attempting the crossing.  These people are fleeing desperate conditions in hope of a better life and are attempting risky crossings because there are not enough safe ways to migrate.	fear	1	7	1	33	75000	5.5	5.5	2.0	5.5	4.5	4.0	3.143	3.429	3.429					
R_z2Ua6AbIBF0WXh7_3	R_z2Ua6AbIBF0WXh7	232	7.0	1.5	1.0	0.0	I am writing to you regarding the floods in Louisiana, and all the displaced residents. I try to put myself in their position, and wonder what would be my hearts desire as to a viable solution. If it would be more beneficial to relocate to another area, where I can then begin to rebuild my life, and replace that which was destroyed. However there is an underlying disadvantage to Louisiana, as a whole, if in the case so many would want to leave and relocate. The State is in a very difficult and decisive moment, given what they are faced with. Especially in the areas of unemployment, on average when someone is having problems finding gainful employment, they will move to another location for work reasons alone, and nothing to do with a natural disaster as Louisiana is faced with.	neutral	2	4	1	33	60000	7.0	7.0	5.5	7.0	7.0	5.0	1.429	3.571	5.0					
